,time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,weather_code,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
1091,2015-06-27,20.8,16.7,35.0,35.0,0.0,11.0,65,24.2,58.0,92
1092,2015-06-28,21.3,17.1,33.3,33.3,0.0,11.0,65,20.6,57.2,20
1093,2015-06-29,23.0,15.9,0.0,0.0,0.0,0.0,3,18.6,35.3,256
1094,2015-06-30,26.0,16.5,0.3,0.3,0.0,1.0,51,19.5,41.0,168
1095,2015-07-01,27.0,19.9,11.2,11.2,0.0,11.0,61,20.1,39.2,243
1096,2015-07-02,24.8,17.1,0.0,0.0,0.0,0.0,3,8.0,18.7,270
1097,2015-07-03,26.2,17.4,0.0,0.0,0.0,0.0,3,13.7,26.6,336
1098,2015-07-04,23.3,18.7,1.5,1.5,0.0,3.0,53,13.3,28.1,55
1099,2015-07-05,27.6,17.2,0.0,0.0,0.0,0.0,3,8.9,20.9,234
1100,2015-07-06,26.5,18.5,0.3,0.3,0.0,2.0,51,11.0,22.7,171
1101,2015-07-07,29.0,22.0,4.5,4.5,0.0,7.0,63,13.5,31.3,187
1102,2015-07-08,28.8,22.1,8.0,8.0,0.0,7.0,63,14.8,33.5,244
1103,2015-07-09,26.1,20.9,3.1,3.1,0.0,7.0,55,13.0,46.4,60
1104,2015-07-10,27.7,19.7,0.1,0.1,0.0,1.0,51,19.2,37.1,320
1105,2015-07-11,28.8,18.4,0.0,0.0,0.0,0.0,3,11.6,24.5,2
1106,2015-07-12,30.1,18.6,0.1,0.1,0.0,1.0,51,8.0,22.7,233
1107,2015-07-13,28.9,20.6,0.0,0.0,0.0,0.0,3,14.3,30.2,161
1108,2015-07-14,25.5,18.5,6.6,6.6,0.0,10.0,61,14.5,28.4,134
1109,2015-07-15,26.5,21.6,1.8,1.8,0.0,2.0,61,18.7,34.2,356
1110,2015-07-16,25.8,17.3,0.0,0.0,0.0,0.0,3,19.7,37.1,21
1111,2015-07-17,26.4,15.9,0.0,0.0,0.0,0.0,3,14.9,33.5,190
1112,2015-07-18,28.5,20.0,2.8,2.8,0.0,8.0,53,16.2,31.3,203
1113,2015-07-19,33.1,21.9,0.0,0.0,0.0,0.0,3,12.0,28.4,231
1114,2015-07-20,33.1,24.6,0.2,0.2,0.0,1.0,51,12.0,24.8,262
1115,2015-07-21,32.4,22.4,0.3,0.3,0.0,1.0,51,16.4,31.0,276
1116,2015-07-22,28.3,19.7,0.0,0.0,0.0,0.0,3,20.9,40.3,309
1117,2015-07-23,28.0,17.5,0.0,0.0,0.0,0.0,3,13.9,27.0,300
1118,2015-07-24,28.2,17.2,0.0,0.0,0.0,0.0,3,8.4,20.5,305
1119,2015-07-25,29.2,17.3,0.0,0.0,0.0,0.0,3,14.4,31.7,142
1120,2015-07-26,30.8,20.3,0.0,0.0,0.0,0.0,3,17.3,34.2,206
1121,2015-07-27,27.1,20.8,18.3,18.3,0.0,10.0,63,13.1,25.6,196
1122,2015-07-28,31.8,20.7,0.0,0.0,0.0,0.0,3,9.2,23.0,217
1123,2015-07-29,33.0,21.1,0.0,0.0,0.0,0.0,3,13.3,23.8,230
1124,2015-07-30,31.3,23.2,8.9,8.9,0.0,6.0,63,17.6,36.7,225
1125,2015-07-31,30.7,20.6,0.0,0.0,0.0,0.0,3,13.8,27.0,291
1126,2015-08-01,30.0,21.3,0.7,0.7,0.0,2.0,51,17.0,35.6,260
1127,2015-08-02,29.6,18.2,0.0,0.0,0.0,0.0,3,11.5,21.6,239
1128,2015-08-03,31.2,20.4,0.0,0.0,0.0,0.0,3,18.8,35.6,218
1129,2015-08-04,31.7,21.2,1.2,1.2,0.0,1.0,55,16.9,43.6,244
1130,2015-08-05,29.9,19.2,0.0,0.0,0.0,0.0,3,17.7,34.2,295
1131,2015-08-06,27.4,16.8,0.0,0.0,0.0,0.0,3,11.5,24.5,316
1132,2015-08-07,27.5,18.4,0.0,0.0,0.0,0.0,3,12.1,23.8,45
1133,2015-08-08,27.6,17.7,0.0,0.0,0.0,0.0,3,7.3,22.0,71
1134,2015-08-09,27.7,18.3,0.0,0.0,0.0,0.0,3,11.4,27.0,68
1135,2015-08-10,27.0,18.2,0.0,0.0,0.0,0.0,3,15.9,31.3,159
1136,2015-08-11,25.9,20.6,30.2,30.2,0.0,16.0,63,19.2,45.0,199
1137,2015-08-12,27.4,18.6,0.0,0.0,0.0,0.0,3,14.1,25.9,301
1138,2015-08-13,27.4,17.2,0.0,0.0,0.0,0.0,1,10.5,20.5,302
1139,2015-08-14,29.3,16.8,0.0,0.0,0.0,0.0,0,10.8,30.6,233
1140,2015-08-15,31.6,19.8,0.0,0.0,0.0,0.0,1,12.4,23.8,227
1141,2015-08-16,31.5,20.3,0.0,0.0,0.0,0.0,2,9.4,24.5,251
1142,2015-08-17,32.6,21.7,0.0,0.0,0.0,0.0,2,9.6,26.3,236
1143,2015-08-18,31.4,23.1,0.3,0.3,0.0,1.0,51,16.4,32.4,195
1144,2015-08-19,28.8,21.6,0.1,0.1,0.0,1.0,51,17.7,31.7,157
1145,2015-08-20,28.3,22.3,1.2,1.2,0.0,5.0,51,22.7,43.9,143
1146,2015-08-21,28.8,22.4,2.5,2.5,0.0,6.0,53,16.2,29.9,355
1147,2015-08-22,28.0,19.3,0.2,0.2,0.0,1.0,51,15.6,32.4,353
1148,2015-08-23,27.2,18.3,1.1,1.1,0.0,5.0,51,11.9,20.5,43
1149,2015-08-24,29.3,20.4,0.0,0.0,0.0,0.0,3,12.4,29.2,187
1150,2015-08-25,29.2,21.2,5.0,5.0,0.0,9.0,55,14.6,26.3,227
1151,2015-08-26,27.4,18.0,0.0,0.0,0.0,0.0,3,14.4,29.9,293
1152,2015-08-27,25.9,18.9,0.0,0.0,0.0,0.0,3,12.0,24.5,310
1153,2015-08-28,25.9,16.3,0.0,0.0,0.0,0.0,3,9.3,21.6,314
1154,2015-08-29,28.7,16.3,0.0,0.0,0.0,0.0,3,13.7,28.8,231
1155,2015-08-30,30.8,19.1,0.0,0.0,0.0,0.0,3,13.6,25.9,230
1156,2015-08-31,31.3,22.3,0.0,0.0,0.0,0.0,3,14.4,27.4,259
1157,2015-09-01,30.7,20.4,0.0,0.0,0.0,0.0,3,10.5,24.8,311
1158,2015-09-02,30.9,20.9,0.0,0.0,0.0,0.0,3,10.9,23.0,198
1159,2015-09-03,32.4,20.3,6.3,6.3,0.0,4.0,63,9.4,20.5,344
1160,2015-09-04,27.0,21.7,0.9,0.9,0.0,5.0,51,16.4,34.9,72
1161,2015-09-05,26.0,18.4,0.0,0.0,0.0,0.0,3,12.6,25.6,96
1162,2015-09-06,27.9,16.7,0.0,0.0,0.0,0.0,3,13.4,26.6,179
1163,2015-09-07,31.4,17.9,0.0,0.0,0.0,0.0,3,13.2,24.1,220
1164,2015-09-08,33.6,21.6,0.0,0.0,0.0,0.0,3,13.5,24.5,222
1165,2015-09-09,31.2,21.7,0.4,0.4,0.0,1.0,51,13.6,29.2,204
1166,2015-09-10,25.4,20.8,37.7,37.7,0.0,18.0,63,12.3,29.5,31
1167,2015-09-11,24.4,18.0,4.8,4.8,0.0,8.0,55,16.2,38.2,10
1168,2015-09-12,24.1,17.6,10.8,10.8,0.0,11.0,63,17.1,33.8,141
1169,2015-09-13,22.0,16.6,2.4,2.4,0.0,4.0,55,15.3,28.4,252
1170,2015-09-14,22.3,13.8,0.0,0.0,0.0,0.0,3,22.1,42.1,279
1171,2015-09-15,25.9,13.2,0.0,0.0,0.0,0.0,2,10.5,21.2,281
1172,2015-09-16,27.5,14.8,0.0,0.0,0.0,0.0,3,8.6,18.4,296
1173,2015-09-17,28.4,15.9,0.0,0.0,0.0,0.0,3,9.2,22.0,228
1174,2015-09-18,27.6,16.2,0.0,0.0,0.0,0.0,0,11.8,20.9,184
1175,2015-09-19,26.4,16.6,0.0,0.0,0.0,0.0,2,12.5,26.3,185
1176,2015-09-20,23.2,16.9,0.0,0.0,0.0,0.0,2,18.3,38.5,352
1177,2015-09-21,20.3,13.4,0.1,0.1,0.0,1.0,51,15.6,34.2,46
1178,2015-09-22,20.4,15.5,0.0,0.0,0.0,0.0,3,13.9,32.0,47
1179,2015-09-23,24.1,13.3,0.0,0.0,0.0,0.0,3,10.2,20.9,25
1180,2015-09-24,25.1,13.1,0.0,0.0,0.0,0.0,3,12.7,25.9,38
1181,2015-09-25,21.5,15.9,0.0,0.0,0.0,0.0,3,13.8,29.9,66
1182,2015-09-26,19.7,14.9,0.0,0.0,0.0,0.0,3,16.9,36.7,71
1183,2015-09-27,20.4,12.9,0.0,0.0,0.0,0.0,3,11.9,24.5,71
1184,2015-09-28,24.5,14.8,0.1,0.1,0.0,1.0,51,9.4,21.2,81
1185,2015-09-29,25.3,18.2,6.6,6.6,0.0,13.0,63,10.5,31.7,144
1186,2015-09-30,25.2,15.1,23.7,23.7,0.0,13.0,63,22.4,45.4,356
1187,2015-10-01,15.6,13.2,1.3,1.3,0.0,10.0,51,22.4,41.8,21
1188,2015-10-02,14.1,9.1,27.2,27.2,0.0,24.0,61,25.7,50.0,29
1189,2015-10-03,11.3,9.1,2.2,2.2,0.0,9.0,53,28.6,54.7,40
1190,2015-10-04,15.2,11.5,0.1,0.1,0.0,1.0,51,24.1,46.8,52
1191,2015-10-05,16.6,10.1,0.0,0.0,0.0,0.0,3,15.4,31.0,25
1192,2015-10-06,20.7,8.8,0.0,0.0,0.0,0.0,3,9.3,18.7,338
1193,2015-10-07,21.4,12.3,0.0,0.0,0.0,0.0,3,10.1,20.2,327
1194,2015-10-08,18.9,12.2,0.0,0.0,0.0,0.0,3,9.5,18.4,100
1195,2015-10-09,23.5,13.2,6.9,6.9,0.0,4.0,63,16.9,40.3,219
1196,2015-10-10,16.3,10.2,0.0,0.0,0.0,0.0,3,20.0,38.5,340
1197,2015-10-11,19.2,7.3,0.0,0.0,0.0,0.0,3,11.5,25.6,226
1198,2015-10-12,22.6,8.6,0.0,0.0,0.0,0.0,0,11.2,22.0,210
1199,2015-10-13,22.1,11.8,0.0,0.0,0.0,0.0,3,14.3,32.4,222
1200,2015-10-14,18.3,11.7,0.0,0.0,0.0,0.0,3,14.3,29.2,273
1201,2015-10-15,16.2,7.9,0.0,0.0,0.0,0.0,3,14.0,27.0,270
1202,2015-10-16,16.6,9.8,0.0,0.0,0.0,0.0,2,16.9,37.1,271
1203,2015-10-17,12.2,5.7,0.0,0.0,0.0,0.0,2,19.1,40.0,299
1204,2015-10-18,8.4,2.6,0.0,0.0,0.0,0.0,2,20.9,44.3,321
1205,2015-10-19,10.2,0.1,0.0,0.0,0.0,0.0,1,19.1,32.4,266
1206,2015-10-20,19.7,6.4,0.0,0.0,0.0,0.0,2,19.9,34.2,234
1207,2015-10-21,22.5,8.7,0.0,0.0,0.0,0.0,3,14.0,22.3,222
1208,2015-10-22,22.8,9.2,0.5,0.5,0.0,1.0,53,15.8,29.9,225
1209,2015-10-23,16.2,7.6,0.0,0.0,0.0,0.0,2,17.2,34.2,352
1210,2015-10-24,11.9,4.4,0.0,0.0,0.0,0.0,3,11.4,24.1,91
1211,2015-10-25,17.9,10.6,0.1,0.1,0.0,1.0,51,18.0,33.8,266
1212,2015-10-26,13.6,5.2,0.0,0.0,0.0,0.0,3,13.1,27.7,355
1213,2015-10-27,13.6,4.4,0.0,0.0,0.0,0.0,3,10.8,19.8,68
1214,2015-10-28,18.3,9.8,17.7,17.7,0.0,16.0,63,27.4,69.8,113
1215,2015-10-29,19.7,12.7,8.1,8.1,0.0,7.0,63,25.8,73.8,235
1216,2015-10-30,14.2,7.1,0.0,0.0,0.0,0.0,1,16.7,33.8,299
1217,2015-10-31,11.6,2.7,0.0,0.0,0.0,0.0,3,12.3,24.1,286
1218,2015-11-01,16.7,8.1,0.2,0.2,0.0,1.0,51,16.6,34.6,219
1219,2015-11-02,17.2,8.5,0.0,0.0,0.0,0.0,3,11.5,20.5,272
1220,2015-11-03,20.9,6.3,0.0,0.0,0.0,0.0,3,8.9,19.1,270
1221,2015-11-04,19.1,8.2,0.0,0.0,0.0,0.0,0,9.7,19.4,81
1222,2015-11-05,19.5,10.0,0.0,0.0,0.0,0.0,3,9.2,18.0,210
1223,2015-11-06,21.7,16.4,0.0,0.0,0.0,0.0,3,20.4,39.6,219
1224,2015-11-07,17.7,11.5,0.0,0.0,0.0,0.0,3,12.5,25.6,297
1225,2015-11-08,13.0,6.7,0.0,0.0,0.0,0.0,3,17.6,33.1,307
1226,2015-11-09,14.0,7.1,0.0,0.0,0.0,0.0,3,7.4,17.6,217
1227,2015-11-10,14.8,9.1,1.2,1.2,0.0,6.0,51,22.1,43.9,58
1228,2015-11-11,13.8,8.8,3.7,3.7,0.0,9.0,55,19.8,42.5,354
1229,2015-11-12,13.0,8.8,3.8,3.8,0.0,7.0,55,19.4,43.6,176
1230,2015-11-13,12.8,7.5,0.0,0.0,0.0,0.0,3,27.4,52.9,268
1231,2015-11-14,8.1,4.0,0.0,0.0,0.0,0.0,3,25.9,52.2,290
1232,2015-11-15,13.6,1.8,0.0,0.0,0.0,0.0,2,16.5,31.7,252
1233,2015-11-16,18.0,5.9,0.0,0.0,0.0,0.0,0,14.2,26.3,290
1234,2015-11-17,9.0,3.8,0.0,0.0,0.0,0.0,2,16.3,31.0,59
1235,2015-11-18,13.3,5.0,0.0,0.0,0.0,0.0,3,15.5,31.3,111
1236,2015-11-19,17.4,12.1,21.8,21.8,0.0,9.0,63,22.3,51.8,147
1237,2015-11-20,15.5,6.0,3.6,3.6,0.0,3.0,61,16.8,42.1,305
1238,2015-11-21,9.0,4.1,0.0,0.0,0.0,0.0,3,14.2,27.0,50
1239,2015-11-22,10.7,6.2,0.5,0.5,0.0,2.0,51,18.7,33.5,308
1240,2015-11-23,5.5,0.1,0.0,0.0,0.0,0.0,3,20.1,40.3,318
1241,2015-11-24,6.7,-2.5,0.0,0.0,0.0,0.0,3,10.7,23.4,261
1242,2015-11-25,8.0,-0.5,0.0,0.0,0.0,0.0,2,7.8,16.2,33
1243,2015-11-26,14.4,5.5,0.0,0.0,0.0,0.0,3,9.4,15.5,145
1244,2015-11-27,16.6,4.4,0.0,0.0,0.0,0.0,3,14.1,29.9,223
1245,2015-11-28,13.4,7.3,1.7,1.7,0.0,5.0,53,12.9,24.1,306
1246,2015-11-29,8.4,2.7,0.0,0.0,0.0,0.0,3,15.9,28.8,9
1247,2015-11-30,6.7,0.0,0.0,0.0,0.0,0.0,3,16.3,31.3,38
1248,2015-12-01,8.5,6.2,12.9,12.9,0.0,22.0,55,15.7,32.4,72
1249,2015-12-02,12.5,7.0,9.6,9.6,0.0,18.0,53,13.6,37.1,130
1250,2015-12-03,12.3,5.3,0.0,0.0,0.0,0.0,3,24.5,46.4,284
1251,2015-12-04,9.7,2.6,0.0,0.0,0.0,0.0,3,14.5,29.9,293
1252,2015-12-05,9.7,0.1,0.0,0.0,0.0,0.0,0,7.9,18.4,289
1253,2015-12-06,10.6,0.6,0.0,0.0,0.0,0.0,3,9.1,19.8,249
1254,2015-12-07,11.4,0.7,0.0,0.0,0.0,0.0,3,12.6,21.2,282
1255,2015-12-08,8.1,3.2,0.0,0.0,0.0,0.0,3,15.9,28.4,1
1256,2015-12-09,10.1,2.8,0.0,0.0,0.0,0.0,3,13.2,22.7,171
1257,2015-12-10,13.5,6.1,0.1,0.1,0.0,1.0,51,12.3,21.6,213
1258,2015-12-11,15.1,4.9,0.0,0.0,0.0,0.0,3,14.3,22.7,218
1259,2015-12-12,15.7,7.0,0.0,0.0,0.0,0.0,3,12.6,20.9,232
1260,2015-12-13,16.9,9.5,0.0,0.0,0.0,0.0,3,10.5,18.7,44
1261,2015-12-14,15.6,10.4,4.3,4.3,0.0,4.0,61,18.1,53.3,151
1262,2015-12-15,17.1,10.1,1.9,1.9,0.0,3.0,53,25.5,47.2,277
1263,2015-12-16,9.6,4.7,0.0,0.0,0.0,0.0,3,14.5,30.2,32
1264,2015-12-17,12.3,7.3,19.0,19.0,0.0,9.0,63,10.5,16.9,122
1265,2015-12-18,11.4,2.9,0.1,0.1,0.0,1.0,51,17.4,34.9,304
1266,2015-12-19,4.1,0.6,0.0,0.0,0.0,0.0,3,25.9,52.2,268
1267,2015-12-20,4.9,-1.3,0.0,0.0,0.0,0.0,3,17.0,35.3,259
1268,2015-12-21,10.1,0.1,0.0,0.0,0.0,0.0,3,17.7,35.3,214
1269,2015-12-22,13.8,9.1,7.2,7.2,0.0,8.0,61,20.1,47.5,217
1270,2015-12-23,15.8,9.2,21.3,21.3,0.0,12.0,63,13.3,46.4,102
1271,2015-12-24,19.8,13.3,4.0,4.0,0.0,3.0,63,20.7,60.5,222
1272,2015-12-25,17.4,10.5,3.8,3.8,0.0,4.0,61,9.4,12.2,272
1273,2015-12-26,12.6,8.5,0.0,0.0,0.0,0.0,3,17.6,34.9,41
1274,2015-12-27,15.2,7.4,4.8,4.8,0.0,7.0,61,20.8,44.3,257
1275,2015-12-28,6.4,3.0,0.3,0.3,0.0,2.0,51,27.7,46.4,33
1276,2015-12-29,9.4,2.4,10.7,10.7,0.0,14.0,61,24.5,59.8,61
1277,2015-12-30,8.5,3.8,1.7,1.7,0.0,1.0,61,11.7,20.5,109
1278,2015-12-31,8.9,3.5,2.4,2.4,0.0,4.0,61,14.5,31.0,302
1279,2016-01-01,6.2,0.4,0.0,0.0,0.0,0.0,3,21.1,41.4,271
1280,2016-01-02,4.1,-1.7,0.0,0.0,0.0,0.0,3,15.5,31.3,263
1281,2016-01-03,6.3,-1.2,0.0,0.0,0.0,0.0,3,19.1,38.2,249
1282,2016-01-04,-0.8,-8.1,0.0,0.0,0.0,0.0,2,26.3,51.1,333
1283,2016-01-05,-1.5,-10.3,0.0,0.0,0.0,0.0,0,25.7,50.4,349
1284,2016-01-06,3.4,-6.4,0.0,0.0,0.0,0.0,0,10.2,24.1,233
1285,2016-01-07,5.4,-5.0,0.0,0.0,0.0,0.0,3,8.5,19.8,268
1286,2016-01-08,5.5,-1.7,0.0,0.0,0.0,0.0,3,12.7,24.1,41
1287,2016-01-09,7.7,1.9,0.1,0.1,0.0,1.0,51,13.6,25.9,60
1288,2016-01-10,13.7,4.5,31.2,31.2,0.0,12.0,65,28.8,81.4,146
1289,2016-01-11,3.4,-3.4,0.0,0.0,0.0,0.0,2,24.1,47.2,268
1290,2016-01-12,5.0,-5.6,0.0,0.0,0.0,0.0,3,22.7,43.2,205
1291,2016-01-13,-1.2,-4.9,0.0,0.0,0.0,0.0,3,28.2,57.2,275
1292,2016-01-14,2.5,-5.7,0.1,0.0,0.14,1.0,71,17.4,34.6,255
1293,2016-01-15,8.1,-1.2,0.2,0.2,0.0,1.0,51,9.0,16.9,118
1294,2016-01-16,9.8,2.4,8.1,8.1,0.0,10.0,61,20.0,32.8,302
1295,2016-01-17,3.6,-2.5,1.9,0.0,1.4,6.0,73,11.5,20.5,333
1296,2016-01-18,-2.3,-6.9,0.0,0.0,0.0,0.0,2,29.1,59.4,286
1297,2016-01-19,-2.6,-8.6,0.0,0.0,0.0,0.0,3,32.2,62.3,284
1298,2016-01-20,2.6,-4.4,0.0,0.0,0.0,0.0,3,21.1,41.8,300
1299,2016-01-21,1.9,-3.9,0.0,0.0,0.0,0.0,3,17.9,33.8,316
1300,2016-01-22,-1.3,-6.3,0.3,0.0,0.21,2.0,71,15.8,27.0,354
1301,2016-01-23,-2.6,-4.2,43.9,0.0,30.73,24.0,75,37.7,73.1,29
1302,2016-01-24,-2.4,-9.0,1.1,0.0,0.77,4.0,73,26.3,50.8,335
1303,2016-01-25,-0.9,-8.9,0.0,0.0,0.0,0.0,3,10.9,16.6,253
1304,2016-01-26,4.9,-5.4,0.0,0.0,0.0,0.0,3,15.7,27.7,215
1305,2016-01-27,3.8,-4.8,0.3,0.3,0.0,3.0,51,13.1,23.0,284
1306,2016-01-28,2.3,-8.1,0.0,0.0,0.0,0.0,3,9.3,15.5,239
1307,2016-01-29,3.5,-4.5,0.2,0.2,0.0,2.0,51,17.9,36.7,291
1308,2016-01-30,1.4,-7.5,0.0,0.0,0.0,0.0,3,16.0,31.3,240
1309,2016-01-31,6.3,-3.8,0.0,0.0,0.0,0.0,3,13.8,24.5,213
1310,2016-02-01,9.0,2.1,0.0,0.0,0.0,0.0,3,12.6,23.4,265
1311,2016-02-02,8.6,-3.1,0.0,0.0,0.0,0.0,3,10.8,16.9,329
1312,2016-02-03,12.3,-1.9,14.1,14.1,0.0,10.0,63,23.9,57.6,164
1313,2016-02-04,12.0,6.3,0.7,0.7,0.0,3.0,51,15.6,31.7,286
1314,2016-02-05,5.5,-3.5,16.7,3.9,8.96,15.0,75,21.7,41.8,337
1315,2016-02-06,2.6,-6.0,0.0,0.0,0.0,0.0,3,13.2,25.6,231
1316,2016-02-07,6.4,-5.1,0.0,0.0,0.0,0.0,3,14.5,23.8,183
1317,2016-02-08,0.9,-2.8,1.1,0.0,1.26,8.0,71,23.2,43.2,34
1318,2016-02-09,0.9,-3.8,0.9,0.0,0.77,6.0,71,12.4,27.4,70
1319,2016-02-10,3.1,-2.5,0.7,0.0,0.7,6.0,71,18.4,33.8,258
1320,2016-02-11,-2.9,-7.9,0.0,0.0,0.07,0.0,71,33.4,63.7,287
1321,2016-02-12,-4.1,-13.1,0.0,0.0,0.0,0.0,3,24.0,42.5,266
1322,2016-02-13,-7.6,-16.0,0.0,0.0,0.0,0.0,3,31.6,61.9,298
1323,2016-02-14,-9.7,-19.2,0.0,0.0,0.0,0.0,3,24.4,41.8,312
1324,2016-02-15,2.3,-10.8,6.5,2.1,3.22,10.0,73,13.9,26.3,96
1325,2016-02-16,11.2,0.7,20.1,20.1,0.0,12.0,63,32.4,96.5,184
1326,2016-02-17,5.8,-1.7,0.0,0.0,0.0,0.0,3,17.8,32.8,286
1327,2016-02-18,1.4,-4.1,0.0,0.0,0.0,0.0,2,18.4,38.5,328
1328,2016-02-19,1.9,-5.9,0.5,0.0,0.35,2.0,73,14.6,33.5,141
1329,2016-02-20,14.7,0.9,0.0,0.0,0.0,0.0,3,21.8,40.7,216
1330,2016-02-21,11.3,1.3,1.0,1.0,0.0,3.0,53,18.9,32.8,285
1331,2016-02-22,9.6,-1.1,1.8,1.8,0.0,3.0,53,11.7,24.8,356
1332,2016-02-23,4.6,-0.7,6.2,5.7,0.35,13.0,71,23.2,46.1,55
1333,2016-02-24,13.9,1.9,22.8,22.8,0.0,22.0,63,35.7,91.4,109
1334,2016-02-25,14.1,3.3,3.9,3.9,0.0,6.0,61,36.2,88.9,224
1335,2016-02-26,3.0,-2.4,0.0,0.0,0.0,0.0,3,26.9,54.4,299
1336,2016-02-27,4.2,-5.0,0.0,0.0,0.0,0.0,3,16.6,31.3,266
1337,2016-02-28,13.9,0.0,0.0,0.0,0.0,0.0,3,19.4,35.6,228
1338,2016-02-29,13.5,6.0,0.9,0.9,0.0,2.0,53,22.8,41.4,238
1339,2016-03-01,8.8,1.2,0.4,0.4,0.0,1.0,51,18.8,32.8,143
1340,2016-03-02,11.0,-1.4,4.7,4.7,0.0,5.0,61,29.9,60.5,278
1341,2016-03-03,1.9,-3.6,0.0,0.0,0.0,0.0,3,16.3,31.7,303
1342,2016-03-04,2.6,-1.3,3.5,0.0,2.59,12.0,73,19.2,37.8,36
1343,2016-03-05,3.5,-3.4,0.0,0.0,0.0,0.0,3,13.4,26.6,342
1344,2016-03-06,5.6,-3.6,0.0,0.0,0.0,0.0,3,9.0,21.2,341
1345,2016-03-07,13.5,-2.0,0.0,0.0,0.0,0.0,3,22.5,42.5,221
1346,2016-03-08,16.1,2.4,0.0,0.0,0.0,0.0,3,12.0,22.7,139
1347,2016-03-09,22.8,3.7,0.0,0.0,0.0,0.0,3,15.1,25.9,206
1348,2016-03-10,23.7,11.1,0.0,0.0,0.0,0.0,3,12.9,26.6,248
1349,2016-03-11,16.5,7.2,3.4,3.4,0.0,7.0,53,18.5,40.7,320
1350,2016-03-12,14.9,2.1,0.0,0.0,0.0,0.0,3,13.8,24.8,236
1351,2016-03-13,14.7,6.2,0.0,0.0,0.0,0.0,3,13.2,23.8,292
1352,2016-03-14,8.3,5.0,4.6,4.6,0.0,15.0,53,26.0,47.2,70
1353,2016-03-15,11.9,5.9,0.3,0.3,0.0,2.0,51,24.2,44.3,16
1354,2016-03-16,16.5,5.5,0.6,0.6,0.0,2.0,51,13.5,28.1,133
1355,2016-03-17,15.4,3.9,0.4,0.4,0.0,2.0,51,22.7,46.4,259
1356,2016-03-18,12.9,5.4,0.0,0.0,0.0,0.0,2,27.6,57.2,290
1357,2016-03-19,7.4,-0.5,0.0,0.0,0.0,0.0,3,13.2,27.0,341
1358,2016-03-20,4.4,-0.6,2.3,0.8,1.05,5.0,73,17.3,36.7,50
1359,2016-03-21,8.9,0.1,2.9,0.0,2.1,7.0,73,26.4,51.8,307
1360,2016-03-22,12.2,-0.9,0.0,0.0,0.0,0.0,3,21.4,38.9,249
1361,2016-03-23,19.3,6.8,0.0,0.0,0.0,0.0,3,17.7,32.8,233
1362,2016-03-24,13.1,4.8,0.0,0.0,0.0,0.0,3,19.6,37.1,76
1363,2016-03-25,21.3,8.2,3.8,3.8,0.0,7.0,61,19.6,43.9,238
1364,2016-03-26,10.9,2.2,0.0,0.0,0.0,0.0,3,19.3,35.3,45
1365,2016-03-27,10.1,4.0,0.0,0.0,0.0,0.0,3,15.1,29.2,120
1366,2016-03-28,13.9,5.5,2.9,2.9,0.0,9.0,51,30.7,60.1,299
1367,2016-03-29,10.5,3.6,0.0,0.0,0.0,0.0,2,30.4,60.1,302
1368,2016-03-30,11.9,-1.2,0.0,0.0,0.0,0.0,3,20.2,38.2,205
1369,2016-03-31,20.8,5.9,0.0,0.0,0.0,0.0,3,32.1,56.2,203
1370,2016-04-01,23.0,14.8,3.0,3.0,0.0,6.0,55,22.2,45.0,212
1371,2016-04-02,13.8,8.4,7.9,7.9,0.0,10.0,61,14.8,32.0,220
1372,2016-04-03,7.9,0.6,4.7,4.4,0.21,7.0,71,41.3,78.5,294
1373,2016-04-04,10.7,0.1,14.4,13.5,0.7,17.0,73,19.9,46.1,56
1374,2016-04-05,4.5,-3.7,0.0,0.0,0.07,0.0,71,24.5,48.6,353
1375,2016-04-06,7.9,-3.4,0.0,0.0,0.0,0.0,3,25.7,49.0,183
1376,2016-04-07,12.9,6.5,9.5,9.5,0.0,9.0,63,29.2,68.8,189
1377,2016-04-08,9.0,3.9,0.3,0.3,0.0,1.0,51,26.8,51.1,263
1378,2016-04-09,5.5,0.3,3.7,3.7,0.0,9.0,53,24.2,42.5,14
1379,2016-04-10,9.0,-1.3,0.0,0.0,0.0,0.0,3,22.7,44.3,279
1380,2016-04-11,15.9,4.1,0.6,0.6,0.0,2.0,51,19.3,37.1,188
1381,2016-04-12,12.8,5.7,5.7,5.7,0.0,6.0,61,19.8,43.2,261
1382,2016-04-13,11.7,0.8,0.0,0.0,0.0,0.0,2,12.4,31.0,13
1383,2016-04-14,13.9,2.0,0.0,0.0,0.0,0.0,1,12.2,26.6,51
1384,2016-04-15,15.2,1.6,0.0,0.0,0.0,0.0,0,10.0,20.5,98
1385,2016-04-16,16.8,2.4,0.0,0.0,0.0,0.0,3,13.0,29.2,58
1386,2016-04-17,20.5,2.5,0.0,0.0,0.0,0.0,0,10.4,16.6,298
1387,2016-04-18,23.9,5.9,0.0,0.0,0.0,0.0,3,13.3,22.3,315
1388,2016-04-19,19.6,9.5,0.0,0.0,0.0,0.0,3,21.1,41.8,321
1389,2016-04-20,17.7,6.5,0.0,0.0,0.0,0.0,0,18.5,31.7,340
1390,2016-04-21,21.3,5.0,0.0,0.0,0.0,0.0,3,17.2,33.1,220
